,hr (k=10),hr (k=100),hr (k=500),mrr,low-degree accuracy,low-co accuracy
PinSageBase2,0.026052013910792333,0.10581787348388338,0.2753034281337173,0.014605496948952182,0.014222448742418554,0.010157464012846963
